,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B
759,351,10.7,623,7.96,0.51,0.29,8.45,0.22,4.51,0.38,9.06,0.34
760,301,14.3,370,7.05,0.95,0.88,5.13,0.34,6.25,1.22,15.32,0.55
761,251,13.2,496,7.87,0.4,0.39,10.26,0.29,1.25,0.94,11.56,0.21
762,326,12.7,454,7.01,0.42,0.2,6.64,0.43,7.15,0.37,17.32,0.52
763,289,16.0,327,7.03,0.5,0.49,5.43,0.51,3.02,1.22,10.58,0.74
764,276,17.3,454,7.91,0.46,1.07,6.33,0.33,4.15,1.06,12.56,0.27
765,245,6.6,475,7.02,0.51,0.78,5.13,0.28,3.25,0.93,7.54,0.53
766,345,12.7,412,7.44,0.29,0.39,11.76,0.24,8.06,0.57,16.32,0.25
767,320,14.3,465,7.58,0.44,0.49,4.52,0.39,6.21,1.22,14.05,0.55
768,270,13.2,422,7.32,0.68,0.59,3.92,0.45,1.05,1.05,19.32,0.65
769,245,13.8,391,7.01,0.64,0.88,7.84,0.35,1.25,0.96,12.03,0.23
770,314,12.7,591,7.51,0.56,0.1,9.65,0.42,3.02,0.53,7.54,0.53
771,307,12.9,539,7.34,0.85,1.07,4.52,0.53,7.54,1.22,4.51,0.61
772,326,14.9,655,7.37,0.87,0.78,7.24,0.47,6.33,0.63,8.22,0.27
773,320,14.3,422,7.41,0.42,0.59,3.32,0.25,1.52,1.52,12.05,0.5
774,345,10.5,570,7.43,0.42,0.68,5.13,0.36,4.52,1.02,6.32,0.34
775,307,11.6,496,7.52,0.93,0.2,8.45,0.54,9.62,0.84,9.33,0.44
776,295,2.9,612,7.35,0.52,0.39,9.95,0.48,8.05,0.63,15.25,0.32
777,276,10.7,655,7.47,0.51,1.07,7.84,0.26,10.22,0.75,14.22,0.4
778,301,12.7,422,8.19,0.57,0.29,4.22,0.35,6.32,1.02,13.25,0.29
779,282,15.6,602,7.38,0.82,0.88,8.45,0.29,4.51,0.74,8.54,0.42
780,295,13.4,412,7.35,0.7,0.49,9.95,0.22,7.54,0.93,11.25,0.34
781,326,11.8,444,8.02,0.75,0.78,7.54,0.57,2.02,1.24,21.02,0.46
782,358,12.5,581,7.42,0.85,0.2,8.14,0.46,1.89,1.05,10.25,0.5
783,314,6.6,444,7.23,0.28,0.59,4.22,0.35,3.22,0.87,7.54,0.63
784,301,9.4,517,8.1,0.38,0.1,6.64,0.26,7.54,1.32,6.23,0.8
785,220,9.0,454,7.29,0.84,0.29,4.52,0.39,4.15,0.84,8.05,0.29
786,276,12.9,401,7.35,0.85,0.68,3.92,0.22,3.02,1.28,14.21,0.42
787,282,13.2,433,7.34,0.59,0.88,8.45,0.41,8.05,1.36,9.02,0.61
788,264,12.1,560,7.9,0.63,0.39,4.22,0.33,3.22,0.75,11.65,0.29
789,226,89.9,422,7.37,0.62,0.49,4.52,0.57,9.21,1.36,13.52,0.42
790,213,96.5,729,7.41,0.38,1.07,5.73,0.49,6.3,1.27,6.21,0.32
791,201,89.9,454,7.43,0.53,0.78,6.94,0.55,8.21,2.01,7.54,0.17
792,207,76.8,465,7.52,0.69,0.68,4.22,0.38,4.56,0.54,3.25,0.5
793,220,122.8,760,7.35,0.67,0.68,7.54,0.42,7.02,0.96,8.05,0.25
794,276,94.3,486,7.47,0.41,0.49,3.92,0.28,3.85,1.25,11.03,0.42
795,226,103.1,612,8.19,0.63,0.68,6.64,0.49,8.05,1.45,6.05,0.25
796,207,94.3,813,7.38,0.34,0.1,4.52,0.52,6.96,0.74,9.21,0.29
797,270,114.0,655,7.35,0.39,0.59,9.95,0.45,7.41,1.32,8.12,0.46
798,295,107.5,644,8.02,0.42,0.49,4.52,0.33,8.02,1.96,12.36,0.36
799,238,83.3,412,7.42,0.72,0.88,6.64,0.5,4.58,2.05,6.35,0.69
800,207,94.3,444,7.23,0.49,0.39,4.22,0.41,9.63,1.54,11.06,0.53
801,232,87.7,665,7.29,0.75,0.1,7.84,0.48,7.53,0.75,15.21,0.55
802,289,107.5,475,7.35,0.43,0.88,3.62,0.52,6.3,0.48,6.03,0.34
803,207,107.5,391,7.29,0.58,0.59,4.52,0.27,8.62,1.25,12.32,0.23
804,238,98.7,623,7.28,0.44,0.1,5.73,0.37,4.51,1.47,5.03,0.27
805,201,114.0,834,7.25,0.43,1.07,6.64,0.54,8.35,0.68,9.65,0.5
806,238,103.1,454,7.41,0.46,0.88,4.22,0.52,6.51,0.53,11.05,0.21
807,201,105.3,444,7.28,0.43,0.39,7.84,0.32,9.53,1.05,15.47,0.32
808,232,98.7,454,7.45,0.44,0.59,3.92,0.24,4.51,0.68,3.05,0.5
809,226,92.1,655,7.29,0.72,0.1,6.64,0.5,8.05,0.54,14.21,0.4
810,238,114.0,708,7.43,0.59,0.88,5.13,0.46,9.26,0.63,6.05,0.55
811,213,107.5,612,7.37,0.45,0.39,5.43,0.44,7.52,1.98,15.23,0.52
812,226,87.7,708,7.34,0.39,0.88,9.65,0.46,3.5,0.45,13.56,0.34
813,213,120.6,623,7.41,0.42,0.49,4.52,0.59,6.53,0.86,3.56,0.55
814,333,10.7,444,7.43,0.73,0.49,4.52,0.59,6.53,0.86,3.56,0.55
815,270,8.1,444,7.55,0.53,0.29,4.22,0.63,7.02,1.96,11.56,0.29
816,264,9.0,486,7.24,0.47,0.59,9.95,0.29,9.35,1.23,11.65,0.34
817,276,9.2,370,7.62,0.62,0.59,9.95,0.29,9.35,1.23,11.65,0.34
818,295,14.5,612,8.4,0.38,0.39,6.94,0.39,6.23,0.63,9.06,0.5
819,282,9.2,676,7.95,0.62,0.59,5.43,0.44,4.12,1.32,11.41,0.34
820,270,12.1,401,7.47,0.36,0.78,6.64,0.37,5.21,0.86,13.05,0.48
821,289,14.5,549,7.18,0.64,0.1,3.92,0.41,7.15,0.75,6.03,0.36
822,301,13.6,496,7.2,0.6,0.59,8.75,0.59,3.52,1.09,12.05,0.42
823,295,12.5,412,7.12,0.37,0.2,4.22,0.36,8.02,1.33,9.21,0.34
824,276,15.4,433,7.01,0.63,1.17,6.94,0.51,9.06,0.45,4.51,0.63
825,270,13.8,845,7.0,0.82,0.1,5.73,0.48,3.06,0.61,10.58,0.5
826,289,14.7,750,7.01,0.58,0.29,6.33,0.63,8.35,1.53,13.02,0.34
827,314,8.3,591,7.0,0.47,0.68,10.86,0.44,4.6,1.96,6.57,0.55
828,345,9.9,507,7.0,0.49,0.1,7.24,0.5,6.32,1.55,9.03,0.21
829,307,6.8,370,7.02,0.66,0.2,5.43,0.68,4.88,0.52,8.51,0.25
830,339,7.5,475,7.0,0.88,0.98,6.94,0.54,7.15,0.39,10.59,0.34
831,314,10.3,676,7.03,0.39,1.07,5.43,0.39,6.23,0.47,2.69,0.5
832,358,10.1,602,7.01,0.32,0.68,8.75,0.42,9.23,2.04,14.52,0.55
833,301,10.3,412,7.0,0.77,0.98,9.65,0.66,4.53,0.96,10.63,0.5
834,314,8.1,644,7.41,0.61,0.29,7.54,0.27,4.59,1.05,4.51,0.32
835,320,8.6,380,7.94,0.69,0.98,3.92,0.48,7.63,1.78,9.3,0.55
836,339,8.3,380,7.67,0.32,0.88,5.13,0.33,7.96,1.65,12.47,0.44
837,326,10.3,507,7.88,0.71,0.39,8.75,0.21,8.63,2.01,8.63,0.32
838,351,10.7,623,7.96,0.51,0.29,7.24,0.36,4.69,0.69,11.03,0.69
839,264,9.0,486,7.24,0.47,0.1,3.92,0.35,8.26,0.45,7.98,0.4
840,276,9.2,370,7.62,0.62,0.49,6.64,0.42,3.57,0.63,6.48,0.32
841,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
842,88,7.2,655,7.46,0.44,1.0,13.1,0.18,0.78,1.03,2.27,1.94
843,320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61
844,333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5
845,351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21
846,320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32
847,339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46
848,358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36
849,333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32
850,320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48
851,370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23
852,301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71
853,314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31.0,0.47
854,270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61
855,320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29
856,345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32
857,370,125.0,528,8.1,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38
858,339,11.0,623,8.3,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19
859,383,118.4,665,8.1,0.6,0.65,8.7,0.4,0.67,0.34,3.13,1.41
860,383,14.0,718,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,1.31
861,377,11.2,623,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85
862,364,11.4,602,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,1.51
863,358,10.7,665,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,1.49
864,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
865,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
866,195,125.0,507,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48
867,345,96.5,422,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34
868,314,83.3,486,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25
869,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
870,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
871,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
872,333,12.7,887,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59
873,351,14.3,560,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27
874,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
875,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
876,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
877,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
878,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
879,320,13.8,391,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53
880,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
881,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
882,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
883,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
884,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
885,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
886,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
887,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
888,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
889,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
890,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
891,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
892,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
893,88,7.2,655,7.46,0.44,1.0,13.1,0.18,0.78,1.03,2.27,1.94
894,320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61
895,333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5
896,351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21
897,320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32
898,339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46
899,358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36
900,333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32
901,320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48
902,370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23
903,301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71
904,314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31.0,0.47
905,270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61
906,320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29
907,345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32
908,370,125.0,528,8.1,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38
909,339,11.0,623,8.3,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19
910,383,118.4,665,8.1,0.6,0.65,8.7,0.4,0.67,0.34,3.13,1.41
911,383,14.0,718,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,1.31
912,377,11.2,623,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85
913,364,11.4,602,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,1.51
914,358,10.7,665,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,1.49
915,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
916,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
917,195,125.0,507,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48
918,345,96.5,422,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34
919,314,83.3,486,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25
920,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
921,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
922,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
923,333,12.7,887,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59
924,351,14.3,560,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27
925,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
926,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
927,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
928,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
929,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
930,320,13.8,391,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53
931,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
932,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
933,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
934,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
935,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
936,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
937,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
938,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
939,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
940,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
941,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
942,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
943,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
944,88,7.2,655,7.46,0.44,1.0,13.1,0.18,0.78,1.03,2.27,1.94
945,320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61
946,333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5
947,351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21
948,320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32
949,339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46
950,358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36
951,333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32
952,320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48
953,370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23
954,301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71
955,314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31.0,0.47
956,270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61
957,320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29
958,345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32
959,370,125.0,528,8.1,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38
960,339,11.0,623,8.3,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19
961,383,118.4,665,8.1,0.6,0.65,8.7,0.4,0.67,0.34,3.13,1.41
962,383,14.0,718,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,1.31
963,377,11.2,623,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85
964,364,11.4,602,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,1.51
965,358,10.7,665,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,1.49
966,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
967,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
968,195,125.0,507,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48
969,345,96.5,422,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34
970,314,83.3,486,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25
971,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
972,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
973,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
974,333,12.7,887,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59
975,351,14.3,560,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27
976,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
977,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
978,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
979,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
980,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
981,320,13.8,391,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53
982,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
983,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
984,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
985,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
986,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
987,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
988,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
989,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
990,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
991,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
992,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
993,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
994,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
995,88,7.2,655,7.46,0.44,1.0,13.1,0.18,0.78,1.03,2.27,1.94
996,320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61
997,333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5
998,351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21
999,320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32
1000,339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46
1001,358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36
1002,333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32
1003,320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48
1004,370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23
1005,301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71
1006,314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31.0,0.47
1007,270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61
1008,320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29
1009,345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32
1010,370,125.0,528,8.1,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38
1011,339,11.0,623,8.3,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19
1012,383,118.4,665,8.1,0.6,0.65,8.7,0.4,0.67,0.34,3.13,1.41
1013,383,14.0,718,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,1.31
1014,377,11.2,623,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85
1015,364,11.4,602,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,1.51
1016,358,10.7,665,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,1.49
1017,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
1018,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
1019,195,125.0,507,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48
1020,345,96.5,422,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34
1021,314,83.3,486,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25
1022,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
1023,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
1024,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
1025,333,12.7,887,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59
1026,351,14.3,560,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27
1027,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
1028,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
1029,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
1030,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
1031,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
1032,320,13.8,391,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53
1033,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
1034,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
1035,358,12.9,422,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42
1036,345,13.6,444,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65
1037,314,14.9,359,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21
1038,333,13.8,401,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34
1039,326,11.8,444,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67
1040,326,13.4,454,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27
1041,333,14.9,422,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29
1042,320,13.8,391,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63
1043,333,14.3,507,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29
1044,358,13.2,444,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48
1045,138,5.3,444,7.68,0.6,0.78,9.7,0.73,0.36,1.32,3.32,2.12
1046,88,7.2,655,7.46,0.44,1.0,13.1,0.18,0.78,1.03,2.27,1.94
1047,320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61
1048,333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5
1049,351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21
1050,320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32
1051,339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46
1052,358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36
1053,333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32
1054,320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48
1055,370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23
1056,301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71
1057,314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31.0,0.47
1058,270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61
1059,320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29
1060,345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32
